id	chr	pos	pvalue
1	1	230549	0.749861087184399
2	1	223469	0.291042166529223
3	1	44036	0.927120448555797
4	1	15678	0.772691425634548
5	1	9565	0.470456767594442
6	1	83940	0.565057195257396
7	1	133888	0.127232416532934
8	1	83959	0.950145277427509
9	1	190218	0.711346350610256
10	1	145870	0.197750310413539
11	1	138987	0.111454736441374
12	1	123304	0.623499104520306
13	1	76760	0.241145761916414
14	1	70548	0.766318356618285
15	1	56315	0.871674616122618
16	1	159117	0.61423428193666
17	1	23329	0.492659583920613
18	1	129679	0.215408578515053
19	1	59436	0.0391894173808396
20	1	227180	0.441231783712283
21	1	92367	0.476284416159615
22	1	175354	0.36761477519758
23	1	109834	0.39362682797946
24	1	87426	0.522536105941981
25	1	178708	0.954482247354463
26	1	247711	0.649211113573983
27	1	88403	0.834723210893571
28	1	47279	0.105154448421672
29	1	101532	0.881460039177909
30	1	71780	0.82205831608735
31	1	43239	0.369821052066982
32	1	113786	0.424720459617674
33	1	235060	0.538710759021342
34	1	163031	0.55807720310986
35	1	191572	0.410726271104068
36	1	33335	0.0405674211215228
37	1	93376	0.971558717312291
38	1	247409	0.354141340823844
39	1	106039	0.672061240766197
40	1	36685	0.45981336873956
41	1	189654	0.0701271523721516
42	1	125374	0.655368380481377
43	1	206014	0.13024680246599
44	1	41711	0.536116532050073
45	1	242333	0.960783068789169
46	1	212342	0.48870487511158
47	1	37913	0.884677891386673
48	1	120390	0.909167890436947
49	1	25935	0.721774793928489
50	1	221706	0.650058814091608
51	1	63001	0.795348789310083
52	1	221744	0.239488268271089
53	1	160319	0.0205646592658013
54	1	173064	0.797293157316744
55	1	189514	0.529747060267255
56	1	249773	0.593943833606318
57	1	186842	0.339989837026224
58	1	249271	0.45017483830452
59	1	472	0.471455263672397
60	1	68852	0.619783237343654
61	1	79781	0.545076970476657
62	1	121447	0.60195779800415
63	1	99846	0.0986565293278545
64	1	168872	0.692501289770007
65	1	41387	0.893489005509764
66	1	140496	0.361751155462116
67	1	246708	0.192823007237166
68	1	204956	0.168594217160717
69	1	146574	0.44705663039349
70	1	70083	0.0860845218412578
71	1	249063	0.209919350920245
72	1	30658	0.909949364606291
73	1	242461	0.317620668793097
74	1	36979	0.994333306793123
75	1	104086	0.758047227282077
76	1	44956	0.393633307190612
77	1	222070	0.0758525284472853
78	1	160747	0.558337468653917
79	1	28113	0.539628730388358
80	1	78122	0.872541546355933
81	1	184606	0.480677830288187
82	1	83842	0.785134329693392
83	1	17591	0.0244963925797492
84	1	92713	0.505367679288611
85	1	194206	0.901938372058794
86	1	202079	0.757686392171308
87	1	227916	0.163043739041314
88	1	173243	0.423286261502653
89	1	213211	0.150611896300688
90	1	61175	0.394841911736876
91	1	217115	0.792237418470904
92	1	55718	0.183645353652537
93	1	172930	0.309339126572013
94	1	186944	0.634031776804477
95	1	136460	0.919467417523265
96	1	136242	0.942675230558962
97	1	79205	0.308043897384778
98	1	178973	0.355766869150102
99	1	9170	0.0413018497638404
100	1	73463	0.291220917832106
101	1	181220	0.318517856765538
102	1	64764	0.7655348489061
103	1	89073	0.459735325304791
104	1	194810	0.765553705627099
105	1	22536	0.105022348696366
106	1	44022	0.904242370277643
107	1	212898	0.13418003031984
108	1	109592	0.0791167789138854
109	1	22135	0.167886959621683
110	1	124625	0.231888023205101
111	1	56494	0.866524738958105
112	1	124956	0.0359999071806669
113	1	8533	0.846287064254284
114	1	121926	0.33471026387997
115	1	10049	0.464995642658323
116	1	230337	0.728525152197108
117	1	121222	0.82221236336045
118	1	219007	0.959320194087923
119	1	190553	0.916161245666444
120	1	196046	0.529828836442903
121	1	65348	0.535273786867037
122	1	84638	0.363095629028976
123	1	53406	0.559793499065563
124	1	30023	0.344623926328495
125	1	135676	0.180310381343588
126	1	180503	0.036898841150105
127	1	37077	0.222132248803973
128	1	135837	0.33444655733183
129	1	38983	0.6498517410364
130	1	115726	0.245664974907413
131	1	67270	0.0340774920769036
132	1	89753	0.688576685497537
133	1	98331	0.97433928353712
134	1	175799	0.975634346483275
135	1	172215	0.586385045433417
136	1	197301	0.801631450420246
137	1	246557	0.696423280052841
138	1	151119	0.596628324827179
139	1	44125	0.216327596921474
140	1	220345	0.936084630200639
141	1	128621	0.852956579066813
142	1	47143	0.763417052803561
143	1	234895	0.0130044703837484
144	1	182355	0.826253243954852
145	1	204158	0.772160233696923
146	1	236437	0.236992803402245
147	1	170353	0.858455093111843
148	1	230496	0.647119814064354
149	1	112691	0.682598790852353
150	1	201260	0.820112274494022
151	1	228067	0.588886752724648
152	1	235070	0.552982598543167
153	1	174761	0.518484617583454
154	1	310	0.117117257090285
155	1	218976	0.273856556974351
156	1	590	0.13643581001088
157	1	5892	0.675364324357361
158	1	24997	0.246592172188684
159	1	245787	0.032622673548758
160	1	13687	0.483082131016999
161	1	170536	0.163801161805168
162	1	113470	0.0732233037706465
163	1	14066	0.636357504175976
164	1	116924	0.484961433336139
165	1	41950	0.0188476536422968
166	1	79873	0.191887354245409
167	1	183747	0.3536349136848
168	1	46459	0.58150901645422
169	1	32835	0.0620137215591967
170	1	216442	0.0822133859619498
171	1	117244	0.227347824955359
172	1	168783	0.496363134123385
173	1	141895	0.0284135709516704
174	1	86426	0.987908348208293
175	1	122332	0.320246135117486
176	1	189052	0.503054667497054
177	1	29879	0.579651340143755
178	1	178158	0.757848147302866
179	1	249331	0.0178480604663491
180	1	184565	0.761274432530627
181	1	1545	0.579933216795325
182	1	224196	0.431469274917617
183	1	227160	0.900219262344763
184	1	58440	0.18454556260258
185	1	132157	0.419966540765017
186	1	191681	0.188006341457367
187	1	175503	0.0448599406518042
188	1	119393	0.612063029548153
189	1	45584	0.685245518572628
190	1	237172	0.248000178253278
191	1	93015	0.849796922877431
192	1	217751	0.00175789487548172
193	1	206017	0.865323190810159
194	1	225233	0.250484476331621
195	1	43703	0.937769793672487
196	1	145490	0.889478114433587
197	1	143694	0.302899088710546
198	1	92639	0.283441893523559
199	1	19894	0.460842251777649
200	1	19303	0.860241600312293
201	1	7548	0.369556315708905
202	1	248700	0.683865066850558
203	1	111859	0.957856265828013
204	1	143966	0.879366243025288
205	1	206878	0.0607873883564025
206	1	42417	0.874902784591541
207	1	204057	0.681209567235783
208	1	215598	0.612633517477661
209	1	72426	0.861323758494109
210	1	115642	0.513618912780657
211	1	172221	0.697264573769644
212	1	195073	0.327484446112067
213	1	131406	0.229672433808446
214	1	82020	0.705329301534221
215	1	237115	0.454680826514959
216	1	196804	0.18691273429431
217	1	61146	0.486582279205322
218	1	224776	0.382107957266271
219	1	61375	0.21089902962558
220	1	226384	0.732054969994351
221	1	196337	0.587338678073138
222	1	239340	0.669196968898177
223	1	96771	0.779408809030429
224	1	171844	0.55569973657839
225	1	222097	0.0780679767485708
226	1	195855	0.567074412479997
227	1	118776	0.711609494173899
228	1	50034	0.536657691001892
229	1	247382	0.461261101299897
230	1	103510	0.13533010170795
231	1	142213	0.469908126629889
232	1	55703	0.91497573046945
233	1	170698	0.491402433486655
234	1	160585	0.701121496735141
235	1	98839	0.641393039375544
236	1	151402	0.470460759242997
237	1	89952	0.593110864283517
238	1	3886	0.466277637751773
239	1	46643	0.0386924690101296
240	1	47569	0.224608755670488
241	1	175058	0.631595866987482
242	1	196700	0.539205206558108
243	1	120650	0.13363911327906
244	1	107930	0.6895792176947
245	1	150113	0.335735800908878
246	1	57313	0.834482707781717
247	1	60745	0.590132048586383
248	1	247260	0.353634853847325
249	1	129956	0.913570637116209
250	1	182149	0.222113369498402
251	1	99343	0.534928317414597
252	1	124161	0.687921254197136
253	1	214323	0.083873302442953
254	1	9714	0.135847911471501
255	1	214442	0.957466080551967
256	1	154471	0.165591870667413
257	1	157833	0.156870657112449
258	1	9087	0.735431305831298
259	1	110924	0.956668152939528
260	1	102096	0.408195295371115
261	1	219020	0.973564318148419
262	1	242148	0.578865726711228
263	1	126625	0.699299523839727
264	1	244102	0.203823987161741
265	1	13262	0.410034033469856
266	1	158363	0.527547174366191
267	1	222788	0.55311345634982
268	1	81353	0.919121332000941
269	1	42101	0.240387119119987
270	1	232036	0.0542634539306164
271	1	193762	0.159771204460412
272	1	42647	0.943117651622742
273	1	124614	0.661836120532826
274	1	54931	0.5663232866209
275	1	200452	0.486654207808897
276	1	60692	0.426698199938983
277	1	93094	0.0450513900723308
278	1	12442	0.161952395690605
279	1	203333	0.679958007764071
280	1	35513	0.816954958252609
281	1	38641	0.110639033373445
282	1	1624	0.565306193660945
283	1	146603	0.106881226645783
284	1	178192	0.553248524433002
285	1	120465	0.522416906896979
286	1	57002	0.042183953570202
287	1	96497	0.24465481354855
288	1	125665	0.421891406178474
289	1	177664	0.512639990076423
290	1	88047	0.971565498504788
291	1	142843	0.801500752801076
292	1	154470	0.403422119561583
293	1	112338	0.0233128017280251
294	1	139617	0.67779817758128
295	1	133751	0.0982128807809204
296	1	244025	0.870984096778557
297	1	168392	0.482021363684908
298	1	17550	0.806333790067583
299	1	185922	0.514921403257176
300	1	153714	0.377092309761792
301	1	37727	0.622791562229395
302	1	114485	0.0271928855217993
303	1	126492	0.782514151651412
304	1	199682	0.0752084534615278
305	1	226795	0.602598850848153
306	1	174893	0.0256110052578151
307	1	104436	0.895487540168688
308	1	150923	0.537816768977791
309	1	214029	0.258991723880172
310	1	40676	0.045820901170373
311	1	117564	0.877332028467208
312	1	219602	0.835381816839799
313	1	81403	0.560252794763073
314	1	43592	0.728184935403988
315	1	240298	0.710633026901633
316	1	186478	0.120417697122321
317	1	119191	0.709096525562927
318	1	114117	0.719542803242803
319	1	171833	0.79960483754985
320	1	201199	0.710014730459079
321	1	196498	0.951676104450598
322	1	52711	0.625039989827201
323	1	195146	0.474544556811452
324	1	214368	0.373988775769249
325	1	88323	0.58483029413037
326	1	66571	0.816595900570974
327	1	185936	0.750333148986101
328	1	118213	0.345916821621358
329	1	79725	0.208862826460972
330	1	244935	0.0782013682182878
331	1	140607	0.174927067710087
332	1	36295	0.409849401796237
333	1	196436	0.982041792944074
334	1	147589	0.116168401669711
335	1	13736	0.452178867999464
336	1	167646	0.29388593393378
337	1	45882	0.85355186345987
338	1	124040	0.794134073657915
339	1	172359	0.0568517607171088
340	1	153633	0.940757498377934
341	1	116285	0.325474318582565
342	1	13283	0.141762521583587
343	1	175750	0.52297239145264
344	1	38899	0.261126397410408
345	1	206018	0.545079082949087
346	1	168550	0.993142087478191
347	1	163929	0.163275676313788
348	1	80861	0.286693887552246
349	1	70476	0.355302121257409
350	1	46028	0.727819600142539
351	1	139508	0.798805798403919
352	1	110753	0.0511296617332846
353	1	196803	0.0195312134455889
354	1	59544	0.587847316171974
355	1	41136	0.799500440014526
356	1	191354	0.964126679580659
357	1	48131	0.331137371016666
358	1	152527	0.302583936136216
359	1	171115	0.513323185499758
360	1	168654	0.867168488912284
361	1	89297	0.295803616754711
362	1	232606	0.108438357478008
363	1	165365	0.836502293124795
364	1	49534	0.171413619304076
365	1	176484	0.715804541949183
366	1	238628	0.0460415324196219
367	1	132859	0.556961858412251
368	1	140531	0.147911844775081
369	1	243734	0.488534551579505
370	1	88931	0.635705355321988
371	1	113221	0.393980447901413
372	1	85327	0.866260235896334
373	1	166564	0.737733142683282
374	1	82623	0.61194261489436
375	1	77119	0.0541705233044922
376	1	156651	0.72231812751852
377	1	224453	0.646077806130052
378	1	219353	0.689513120334595
379	1	220913	0.881404813844711
380	1	176811	0.530697594629601
381	1	16636	0.69323147716932
382	1	10087	0.722599361324683
383	1	194383	0.574649357469752
384	1	199004	0.596061119344085
385	1	242980	0.578735545976087
386	1	238162	0.413883885368705
387	1	129612	0.812612707726657
388	1	5719	0.83051300724037
389	1	107294	0.991225308040157
390	1	76896	0.847035919083282
391	1	36294	0.951627488480881
392	1	26085	0.792527172481641
393	1	87691	0.544363633962348
394	1	106532	0.89385299407877
395	1	230617	0.463203165214509
396	1	231846	0.870609089499339
397	1	69770	0.794205199927092
398	1	196993	0.614618108374998
399	1	245803	0.522763767512515
400	1	140235	0.794074482517317
401	1	206304	0.898814071668312
402	1	101714	0.904568018158898
403	1	187342	0.244024102808908
404	1	176621	0.200212340336293
405	1	154659	0.370615092571825
406	1	25588	0.273225008277223
407	1	200113	0.214597834274173
408	1	98679	0.366011949023232
409	1	77355	0.760141736129299
410	1	70525	0.434351509902626
411	1	39802	0.193936246912926
412	1	132953	0.325297841802239
413	1	38448	0.399603574536741
414	1	218893	0.21644724579528
415	1	39026	0.152752253226936
416	1	93013	0.762037058128044
417	1	43516	0.340329836821184
418	1	92589	0.136414229869843
419	1	67872	0.85168239264749
420	1	44126	0.0846163053065538
421	1	55070	0.85409956634976
422	1	84626	0.810315831098706
423	1	41645	0.663809392368421
424	1	213351	0.561103709973395
425	1	57177	0.815735820680857
426	1	249484	0.389185519888997
427	1	199414	0.177258068230003
428	1	209717	0.7480847700499
429	1	187	0.734266920480877
430	1	161367	0.219639915972948
431	1	100392	0.139523671939969
432	1	247277	0.0263846986927092
433	1	90732	0.0622071924153715
434	1	177172	0.0341067714616656
435	1	33068	0.737572916783392
436	1	247826	0.511789442505687
